Genomes		Glycolysis_1--Glucose_kinase_7	Glycolysis_2--Glucose_6_phosphate_isomerase_4	Glycolysis_3--Phosphofructokinase_7	Glycolysis_4--Fructose_biphosphate_aldolase_3	Glycolysis_5--Triosephosphate_isomerase_4	Glycolysis_6--glyceraldehyde3phosphate_dehydrogenase_4	Glycolysis_7--phosphoglycerate_kinase_3	Glycolysis_8--phosphoglycerate_mutase_4	Glycolysis_9--enolase_4	Glycolysis_10--Pyruvate_kinase_4		TCA_1--Citrate_synthase_7	TCA_2--Aconitate_hydratase_3	TCA_3--Isocitrate_dehydrogenase_4	TCA_4--dihydrolipoamide_acetyltransferase_4	TCA_7--alphaketoglutarate_decarboxylase_1	TCA_8--succinylCoA_synthetase_subunit_beta_3	TCA_9--succinylCoA_synthetase_subunit_alpha_4	TCA_10--Succinate_dehydrogenase_flavoprotein_7	TCA_11--fumarate_reductase_ironsulfur_subunit_5	TCA_12--fumarate_hydratase_4	TCA_13--malate_dehydrogenase_3		3PGA_AMINOACIDS_1--Phosphoglycerate_dehydrogenase_4	3PGA_AMINOACIDS_2--Phosphoserine_aminotransferase_3	3PGA_AMINOACIDS_3--Phosphoserine_Phosphatase_4	3PGA_AMINOACIDS_4--glycine_hydroxymethyltransferase_6	3PGA_AMINOACIDS_5--serine_O_acetyltransferase_2	3PGA_AMINOACIDS_6--Cysteine_synthase_6		ALPHAKETOGLUTARATE_AMINOACIDS_1--Glutamine_2-oxoglutarate_aminotransferase	ALPHAKETOGLUTARATE_AMINOACIDS_2--glutamate dehydrogenase_1	ALPHAKETOGLUTARATE_AMINOACIDS_3--Glutamine_synthetase_1	ALPHAKETOGLUTARATE_AMINOACIDS_4--Glutamate_5_kinase_1	ALPHAKETOGLUTARATE_AMINOACIDS_5--Glutamate-5-semialdehyde_dehydrogenase_1	ALPHAKETOGLUTARATE_AMINOACIDS_6--Pyrroline-5-carboxylate_reductase_1	ALPHAKETOGLUTARATE_AMINOACIDS_7--Acetylglutamate_kinase_1	ALPHAKETOGLUTARATE_AMINOACIDS_8--N-acetyl-gamma-glutamyl-phosphate_reductase_1	ALPHAKETOGLUTARATE_AMINOACIDS_9--Acetylornithine_aminotransferase_1	ALPHAKETOGLUTARATE_AMINOACIDS_10--Glutamate_N-acetyltransferase_1	ALPHAKETOGLUTARATE_AMINOACIDS_11--Ornithine_carbamoyltransferase_1	ALPHAKETOGLUTARATE_AMINOACIDS_12--Argininosuccinate synthase_1	ALPHAKETOGLUTARATE_AMINOACIDS_15--glutamate_synthase_1	ALPHAKETOGLUTARATE_AMINOACIDS_19--argininosuccinate_lyase_1		E4P_AMINO_ACIDS_1--2_dehydro_3_deoxyphosphoheptonate_aldolase_3	E4P_AMINO_ACIDS_2--3_dehydroquinate_synthase_3	E4P_AMINO_ACIDS_3--3_dehydroquinate_dehydratase_3	E4P_AMINO_ACIDS_4--Shikimate_dehydrogenase_3	E4P_AMINO_ACIDS_5--Shikimate_kinase_3	E4P_AMINO_ACIDS_6--3_phosphoshikimate_1carboxyvinyltransferase_3	E4P_AMINO_ACIDS_7--Chorismate_synthase_3	E4P_AMINO_ACIDS_8--Anthranilate_synthase_component_1_3	E4P_AMINO_ACIDS_9--Anthranilate_phosphoribosyltransferase_3	E4P_AMINO_ACIDS_10--Phosphoribosyl_isomerase_2	E4P_AMINO_ACIDS_11--Indole3glycerol_phosphate_synthase_2	E4P_AMINO_ACIDS_12--Tryptophan_synthase_alpha_3	E4P_AMINO_ACIDS_13--Tryptophan_synthase_beta_2	E4P_AMINO_ACIDS_14--Chorismate_mutase_3	E4P_AMINO_ACIDS_15--Prephenate_dehydrogenase_3	E4P_AMINO_ACIDS_16--Aspartate_amino_transferase_1	E4P_AMINO_ACIDS_17--Prephenate_dehydratase_1	E4P_AMINO_ACIDS_18--bifunctional_indole3glycerol_phosphate_synthase_phosphoribosylanthranilate_isomerase_1	E4P_AMINO_ACIDS_19--phosphoribosylanthranilate_isomerase_2		OXALACETATE_AMINOACIDS_1--Aspartate_transaminase_2	OXALACETATE_AMINOACIDS_2--Asparagine_synthase_3	OXALACETATE_AMINOACIDS_3--Aspartate_kinase_3	OXALACETATE_AMINOACIDS_4--Aspartate_semialdehyde_dehydrogenase_4	OXALACETATE_AMINOACIDS_5--Homoserine_dehydrogenase_4	OXALACETATE_AMINOACIDS_6--Homoserine_kinase_3	OXALACETATE_AMINOACIDS_7--Threonine_synthase_4	OXALACETATE_AMINOACIDS_8--dihydropicolinate_synthase_5	OXALACETATE_AMINOACIDS_9--dihydropicolinate_reductase_3	OXALACETATE_AMINOACIDS_10--Tetrahydrodipicolinate_N_succinyl_transferase_2	OXALACETATE_AMINOACIDS_11--succinyldiaminopimelate_transaminase_3	OXALACETATE_AMINOACIDS_12--succinyl_diaminopimelate_desuccinylase_3	OXALACETATE_AMINOACIDS_13--diaminopimelate_epimerase_3	OXALACETATE_AMINOACIDS_14--diaminopimelate_decarboxylase_4	OXALACETATE_AMINOACIDS_15--Homoserine_O_succinyltransferase_2	OXALACETATE_AMINOACIDS_16--cystathione_gamma_synthetase_5	OXALACETATE_AMINOACIDS_17--cystathione_beta_lyase_2	OXALACETATE_AMINOACIDS_18--Methionine_synthase_4	OXALACETATE_AMINOACIDS_19--argininosuccinate_lyase_3		PPP_1--Glucose_6_phosphate_dehydrogenase_5	PPP_2--6_phosphogluconolactonase_2	PPP_3--phosphogluconate_dehydrogenase_6	PPP_4--Ribulose_phosphate_3_epimerase_3	PPP_5--Ribose_5_phosphate_isomerase_4	PPP_6--transketolaseA_3	PPP_7--transketolase_3		PYR_THR_AA_1--Alanine_dehydrogenase_2	PYR_THR_AA_2--Threonine_ammonialiase_3	PYR_THR_AA_3--Acetolactate_synthase_large_subunit_3	PYR_THR_AA_4--Ketoacid_reductoisomerase_3	PYR_THR_AA_5--Dihydroxiacid_dehydratase_5	PYR_THR_AA_6--Branchedchain_amino_acid_transaminase_3	PYR_THR_AA_7--Isopropyl_malate_synthase_3	PYR_THR_AA_8--isopropylmalate_isomerase_large_subunit_3	PYR_THR_AA_9--isopropylmalate_isomerase_small_subunit_2	PYR_THR_AA_10--3isopropylmalate_dehydrogenase_3		R5P_AMINOACIDS_1--ribosephosphate_pyrophosphokinase_4	R5P_AMINOACIDS_2--ATP_phosphoribosyltransferase_3	R5P_AMINOACIDS_3--phosphoribosyl_ATP_diphosphatase_3	R5P_AMINOACIDS_4--phosphoribosyl_AMP_cyclohydrolase_3	R5P_AMINOACIDS_5--phosphoribosyl_isomerase_A_3	R5P_AMINOACIDS_6--imidazole_glycerol_phosphate_synthase_H_2	R5P_AMINOACIDS_7--imidazoleglycerol_phosphate_dehydratase_3	R5P_AMINOACIDS_8--histidinolphosphate_aminotransferase_3	R5P_AMINOACIDS_9--histidinol_phosphatase_1	R5P_AMINOACIDS_10--histidinol_dehydrogenase_2
Alcanivorax_sp._UBA4527_GCA_002388265_		0	0	1	0	1	0	1	1	0	0		2	0	0	2	1	1	1	2	0	1	1		2	0	1	2	0	1		0	1	2	1	1	0	0	1	4	0	0	1	0	0		0	1	1	0	0	1	1	1	0	1	0	2	1	0	0	7	1	0	0		7	0	1	0	1	0	1	1	0	0	5	0	1	1	1	1	1	2	0		0	0	0	0	0	0	0		1	0	1	0	0	0	1	0	0	3		1	0	0	1	1	2	1	2	0	1
Alcanivorax_sp._UBA4543_GCA_002387965_		0	1	0	0	1	2	1	1	0	1		2	2	0	2	1	1	1	2	1	2	1		2	0	1	1	1	1		1	2	1	1	1	1	1	1	4	1	1	1	1	2		0	1	1	0	0	1	1	2	1	1	1	1	1	0	0	7	0	1	1		7	0	0	1	1	0	1	1	1	0	5	0	1	1	1	2	2	1	1		0	0	0	1	0	1	0		1	1	2	1	1	1	0	1	1	2		1	0	0	1	1	2	1	1	0	0
Alcanivorax_sp._UBA5084_GCA_002415725_		0	0	1	0	1	3	1	1	0	2		2	1	0	2	0	0	1	2	2	2	1		3	0	1	0	1	1		2	1	2	1	0	1	0	1	3	1	1	1	2	2		0	2	0	0	1	1	0	2	0	1	0	1	1	0	0	7	1	0	0		7	0	0	1	1	0	1	0	1	1	5	0	0	1	1	2	2	1	1		0	0	0	1	0	1	0		2	1	3	0	0	0	1	0	0	2		1	0	0	2	1	2	1	2	0	1
Alcanivorax_sp._UBA5099_GCA_002414605_		0	1	1	0	1	2	1	1	0	1		2	3	0	2	1	1	1	2	1	2	1		3	0	1	1	1	1		1	2	1	1	1	1	0	1	4	1	1	1	1	2		0	1	1	0	0	1	1	2	1	1	1	1	1	0	0	6	1	1	2		6	0	1	1	1	0	1	1	0	1	5	0	1	1	1	2	2	1	1		0	0	0	1	0	1	0		1	0	3	1	2	0	1	1	1	3		1	0	0	1	1	2	1	1	0	1
Alcanivorax_sp._UBA5163_GCA_002413525_		0	1	1	0	1	1	1	1	0	0		2	1	0	1	1	0	1	2	1	1	1		3	0	1	0	1	1		1	1	2	1	1	1	0	1	5	0	0	1	1	1		0	1	1	0	0	1	1	2	1	1	1	1	0	0	0	6	0	1	2		6	0	1	1	1	0	1	1	1	0	4	0	1	1	1	2	2	0	1		0	0	0	1	0	0	0		1	1	2	1	2	0	0	0	0	3		0	0	0	1	1	1	0	1	0	0
Alcanivorax_sp._UBA5595_GCA_002424965_		0	1	1	0	1	2	1	1	0	1		2	1	0	2	1	1	1	1	1	1	1		3	0	1	1	1	0		0	2	2	1	0	1	1	1	4	1	1	1	1	2		0	1	1	0	0	1	1	2	1	1	1	0	0	0	0	4	0	1	1		4	1	0	1	1	0	1	1	1	1	3	0	1	1	1	2	2	0	1		0	0	0	0	0	1	0		0	2	3	1	2	1	1	0	0	4		1	0	0	2	1	2	1	2	0	1
Alcanivorax_sp._UBA6607_GCA_002433375_		0	1	1	0	1	2	1	1	0	0		2	2	0	2	0	1	1	1	1	2	1		3	0	1	1	1	1		1	2	0	1	1	1	1	1	2	1	1	1	1	2		0	1	1	0	0	1	1	2	0	1	0	1	1	0	0	5	1	0	1		5	0	1	1	1	0	1	1	1	1	4	0	1	1	1	2	2	0	1		0	0	0	0	0	1	0		1	1	3	0	2	0	1	1	1	2		0	0	0	1	1	2	1	2	0	0
Alcanivorax_sp._UBA679_GCA_002297715_		0	0	1	0	1	1	1	1	0	1		2	2	0	2	1	0	1	2	1	2	1		3	0	0	1	1	1		0	2	1	1	1	0	1	1	4	1	1	1	0	2		0	1	1	0	0	1	1	2	1	0	1	2	0	0	0	6	0	1	2		6	0	1	1	1	0	1	1	1	1	5	0	1	1	1	2	2	1	1		0	0	0	1	0	1	0		1	1	1	1	1	1	1	1	1	4		1	0	0	1	0	1	1	2	0	1
Alcanivorax_sp._UBA8234_GCA_003524555_		0	0	0	0	1	1	0	0	1	0		2	2	0	1	1	0	0	2	0	1	1		2	0	0	0	1	0		0	1	2	1	1	0	0	2	3	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1		1	0	1	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	1		0	0	0	0	0	0	0		1	0	2	0	1	0	1	1	1	2		0	0	0	0	0	1	0	1	0	0
Alcanivorax_sp._UBA8404_GCA_003449555_		0	0	1	0	1	2	1	0	0	1		1	2	0	0	0	1	1	1	1	2	1		2	0	1	0	0	1		1	0	2	1	0	1	0	1	3	0	0	1	1	1		0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	4	1	0	1		4	0	1	1	1	0	1	1	1	1	3	0	1	1	0	1	1	1	1		0	0	0	1	0	0	0		1	1	2	0	2	1	0	0	0	4		1	0	0	1	1	2	1	1	0	1
Alcanivorax_sp._UBA8420_GCA_003483985_		0	0	1	0	0	1	0	2	0	0		0	0	0	0	0	0	0	1	1	1	0		1	0	0	0	0	0		0	0	1	0	0	1	1	0	2	0	0	1	1	0		0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0		2	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	2	0	0		0	0	0	0	0	0	0		0	0	0	0	2	1	1	0	0	1		0	0	0	0	0	0	0	1	0	0
Alcanivorax_sp._UBA8421_GCA_003447435_		0	0	1	0	0	2	1	0	0	1		1	2	0	1	1	1	1	1	0	2	1		2	0	1	0	1	1		1	1	2	1	1	0	1	1	3	1	0	1	0	2		0	1	0	0	0	1	1	2	0	1	1	1	0	0	0	5	1	1	2		5	0	1	1	1	0	1	1	1	1	3	0	1	0	1	2	2	1	1		0	0	0	0	0	0	0		1	1	1	0	1	0	0	1	1	3		1	0	0	1	1	2	1	1	0	0
Alcanivorax_sp._UBA8428_GCA_003447285_		0	0	0	0	1	1	1	1	0	0		1	2	0	1	1	1	1	2	1	2	1		2	0	0	0	1	0		1	1	1	0	0	1	0	1	4	1	0	2	1	2		0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	5	1	1	2		5	0	1	1	1	0	1	1	0	1	4	0	1	1	0	0	0	0	1		0	0	0	0	0	0	0		1	0	0	0	1	0	1	1	1	3		1	0	0	0	1	1	1	2	0	1
Alcanivorax_sp._UBA8431_GCA_003449375_		0	1	1	0	1	2	1	1	0	1		1	2	0	1	1	1	1	2	1	1	1		3	0	0	1	1	0		0	1	1	1	0	1	0	0	2	1	0	1	1	2		0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	5	1	1	2		5	0	0	1	1	0	1	1	1	1	5	0	1	1	0	2	2	0	1		0	0	0	0	0	0	0		1	1	1	0	1	0	1	1	1	4		1	0	0	1	1	2	1	2	0	0
Alcanivorax_sp._UBA8877_GCA_003516625_		0	1	1	0	1	2	1	1	1	1		2	2	0	1	0	0	0	2	1	2	1		3	0	1	1	1	1		1	2	2	1	1	1	1	1	3	1	1	1	1	1		0	1	1	0	0	1	1	0	1	0	1	1	2	0	0	5	1	1	1		5	0	1	1	0	0	0	0	0	1	4	0	1	1	1	1	1	2	0		0	0	0	1	0	1	0		1	1	3	0	2	0	1	1	1	3		1	0	0	1	0	2	0	2	0	1
Alcanivorax_sp._UBA9024_GCA_003510645_		0	1	0	0	1	2	1	1	0	0		0	2	0	0	1	1	1	2	1	2	1		2	0	1	1	1	1		0	1	2	1	1	1	0	1	4	1	1	1	1	2		0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	6	1	0	1		6	0	0	1	1	0	1	1	0	1	5	0	1	1	0	0	0	0	1		0	0	0	0	0	0	0		1	0	2	0	1	0	0	1	1	4		1	0	0	1	0	1	1	2	0	0
Alcanivorax_sp._UBA9157_GCA_003452775_		0	1	1	0	1	2	1	1	0	1		1	2	0	0	0	0	0	2	2	2	1		2	0	0	0	1	0		1	2	2	1	1	0	1	1	4	1	1	1	2	1		0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	7	1	1	2		7	0	1	1	1	0	1	2	1	2	6	0	1	1	1	1	1	1	0		0	0	0	0	0	0	0		1	1	1	1	1	1	0	1	1	1		1	0	0	1	1	2	1	1	0	1
Alcanivorax_sp._UBA9174_GCA_003484105_		0	0	1	0	0	0	0	0	1	1		2	1	0	1	1	0	1	2	2	0	0		1	0	1	1	0	1		1	1	1	1	1	0	0	1	1	0	0	1	1	0		0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	3	0	1	1		3	0	0	1	1	0	0	1	0	1	3	0	0	0	1	1	1	1	0		0	0	0	0	0	0	0		0	1	2	1	2	1	0	1	1	3		1	0	0	0	0	1	0	1	0	0
Alcanivorax_sp._UBA9185_GCA_003489355_		0	0	1	0	1	3	0	1	1	0		0	0	1	0	0	0	0	0	0	1	1		1	0	1	1	0	0		1	0	1	1	1	1	1	1	2	1	0	1	0	1		0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	2	1	0	0		2	0	1	1	0	0	1	0	0	0	2	0	1	1	0	2	2	0	0		0	0	0	1	0	0	0		0	1	0	0	1	0	1	0	0	0		0	0	0	0	0	1	0	1	0	1
Alcanivorax_sp._UBA9369_GCA_003476245_		0	1	0	0	1	2	1	1	1	0		2	3	0	2	0	1	1	2	1	2	1		1	0	0	0	1	1		1	2	2	1	1	1	0	2	3	1	1	1	0	2		0	0	1	0	0	1	1	2	1	1	1	1	1	0	0	6	1	1	1		6	0	1	1	1	0	1	0	1	1	6	0	1	1	0	1	1	2	1		0	0	0	1	0	1	0		1	0	3	1	2	1	1	1	1	4		1	0	0	1	1	1	1	2	0	1
Alcanivorax_sp._UBA9453_GCA_003451315_		0	0	0	0	1	2	0	1	0	1		2	2	0	2	1	1	1	1	1	1	1		1	0	0	0	1	1		1	2	1	1	1	1	0	1	3	1	1	1	1	2		0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	6	1	1	2		6	0	1	1	1	0	1	1	1	1	4	0	1	0	0	1	1	0	1		0	0	0	0	0	1	0		1	1	2	1	2	1	1	1	1	3		1	0	0	0	1	1	1	1	0	1
Alcanivorax_sp._UBA9462_GCA_003445335_		0	1	0	0	1	1	0	1	0	0		0	0	0	2	1	1	1	1	1	0	1		1	0	1	0	0	1		1	1	1	0	0	1	0	1	2	0	1	1	0	0		0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	1	0	0		2	0	1	1	0	0	0	0	0	1	3	0	0	0	2	2	2	0	0		0	0	0	1	0	1	0		0	1	0	0	2	0	2	1	1	2		0	0	0	0	1	1	1	0	0	0
Alcanivorax_sp._UBA9466_GCA_003445075_		0	1	1	0	1	2	0	0	1	1		1	2	0	1	0	1	1	2	1	0	1		3	0	1	1	1	0		1	1	2	1	1	1	0	1	3	1	0	1	1	2		0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	5	1	1	1		5	0	1	1	1	0	1	0	1	0	4	0	1	1	1	1	1	2	1		0	0	0	0	0	1	0		1	1	2	0	1	1	0	1	0	3		1	0	0	1	0	1	0	1	0	0
Alcanivorax_sp._UBA9685_GCA_003511725_		0	0	0	0	1	1	0	1	1	0		0	1	0	2	1	1	1	2	1	0	0		3	0	0	0	1	0		0	1	0	0	0	1	0	0	1	1	0	0	0	2		0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0		2	0	0	1	1	0	1	0	0	1	2	0	1	1	0	0	0	0	1		0	0	0	1	0	0	0		1	0	1	0	1	0	1	0	1	2		1	0	0	0	0	1	1	1	0	0
Alcanivorax_sp._UBA9692_GCA_003504415_		0	1	0	0	1	0	0	0	1	1		1	2	0	1	0	1	1	2	1	2	1		3	0	1	0	1	1		0	1	1	1	1	0	0	1	1	0	1	0	1	1		0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	6	1	1	2		6	0	1	1	1	0	1	1	1	1	5	0	1	0	0	1	1	0	1		0	0	0	0	0	0	0		1	0	3	0	0	0	1	0	0	2		1	0	0	0	1	2	0	2	0	0
Alcanivorax_sp._UBA9874_GCA_003526285_		0	0	0	0	1	2	0	0	0	0		2	0	0	1	0	1	1	2	1	1	1		1	0	0	0	0	1		1	1	0	1	1	1	0	0	2	1	0	0	1	1		0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1		3	0	1	1	1	0	0	1	1	0	3	0	1	1	0	0	0	1	0		0	0	0	1	0	0	0		1	0	1	1	0	0	0	0	0	1		1	0	0	0	0	0	0	2	0	0
Alcanivorax_xenomutans_GCA_002072815_		0	1	1	0	1	2	1	1	1	0		2	3	0	3	1	1	1	2	3	2	1		3	0	2	1	1	1		1	1	1	1	1	1	1	1	5	1	1	1	1	2		0	1	1	0	0	1	1	2	1	1	1	1	2	0	0	6	1	1	2		6	0	1	1	1	0	1	2	1	1	5	0	1	1	1	2	2	2	1		0	0	0	1	0	1	0		1	1	2	1	2	1	3	2	1	4		1	0	0	1	1	2	1	2	0	1
Alcanivorax_xenomutans_GCA_900217905_		0	1	1	0	1	2	1	1	1	0		2	3	0	3	1	1	1	2	1	2	1		3	0	2	1	1	1		1	1	1	1	1	1	1	1	5	1	1	1	1	2		0	1	1	0	0	1	1	2	1	1	1	1	2	0	0	6	1	1	2		6	0	1	1	1	0	1	2	1	1	5	0	1	1	1	2	2	2	1		0	0	0	1	0	1	0		1	1	2	1	2	1	3	2	1	4		1	0	0	1	1	2	1	2	0	1
Ketobacter_alkanivorans_GCA_002863865_		0	2	1	0	1	5	1	0	1	3		1	0	2	3	1	1	1	2	1	1	1		2	0	1	1	1	2		1	0	2	1	1	1	1	1	5	1	1	1	1	2		0	1	1	0	1	1	1	2	1	1	1	1	1	0	1	3	1	1	2		3	3	1	1	1	0	1	1	1	0	3	0	1	1	1	1	1	1	1		1	0	0	1	0	1	0		2	1	3	1	2	1	2	1	1	2		1	0	0	1	1	2	1	2	0	1
Marinicella_litoralis_GCA_002591915_		0	1	1	0	1	2	1	1	1	1		2	3	1	4	1	1	1	1	1	1	1		1	0	0	1	0	2		2	0	1	0	0	1	0	0	4	0	0	0	1	0		1	1	1	0	0	1	1	2	1	0	1	1	1	0	0	3	1	1	1		3	0	2	1	0	0	2	1	0	0	3	0	0	1	1	4	4	1	0		0	0	0	1	0	1	0		1	2	1	1	1	1	0	2	1	2		1	1	0	0	0	2	1	2	1	1
Marinicella_litoralis_GCA_004363335_		0	1	1	0	1	2	1	1	1	1		2	3	1	4	1	1	1	1	1	1	1		1	0	0	1	0	2		2	0	1	0	0	1	0	0	4	0	0	0	1	0		1	1	1	0	0	1	1	2	1	0	1	1	1	0	0	3	1	1	1		3	0	2	1	0	0	2	1	0	0	3	0	0	1	1	4	4	1	0		0	0	0	1	0	1	0		1	2	1	1	1	1	0	2	1	2		1	1	0	0	0	2	1	2	1	1
Marinicella_pacifica_GCA_014636635_		0	1	1	0	1	2	1	1	1	1		2	3	1	4	1	1	1	2	1	1	1		1	0	0	1	0	1		1	0	1	0	0	1	0	0	2	0	0	0	0	0		1	1	1	0	0	1	1	2	1	0	1	1	1	0	0	2	1	1	1		2	0	1	1	0	0	0	1	0	0	3	0	1	1	2	2	2	1	0		0	0	0	1	0	1	0		1	1	0	0	0	1	0	0	0	1		2	1	0	0	0	1	1	2	1	1
Marinicella_sediminis_GCA_002000055_		0	1	1	0	1	2	1	1	1	1		2	2	1	4	1	1	1	1	1	1	1		1	0	0	1	0	2		2	1	1	0	0	1	1	1	3	0	1	1	1	1		1	1	1	0	0	1	1	2	1	0	1	1	1	0	0	3	1	1	1		3	0	2	1	0	0	2	1	0	0	3	0	1	1	2	4	4	1	1		0	0	0	1	0	1	0		1	2	1	1	1	1	0	2	1	2		1	0	0	0	0	2	1	2	1	1
Alcanivorax_jadensis_5mSIPHEX1_11		0	1	1	0	1	3	1	1	1	1		2	2	1	2	1	1	1	2	1	2	1		2	0	1	1	1	2		1	2	1	1	1	1	1	1	5	1	2	1	1	2		0	1	1	0	1	1	1	2	1	1	1	1	1	0	0	7	1	1	1		7	0	1	1	1	0	1	1	1	1	4	0	1	1	1	2	2	2	1		0	0	0	1	0	1	0		1	1	2	1	2	1	2	1	1	4		1	0	0	1	1	2	1	2	0	1
Alcanivorax_700mSIPHEX1_20		0	1	1	0	1	3	1	1	1	1		2	2	1	2	1	1	1	2	1	2	1		2	0	1	1	1	2		1	1	2	1	1	1	2	1	5	1	1	1	1	2		0	1	1	0	1	1	1	2	1	1	1	1	1	0	0	6	1	1	1		6	0	1	1	1	0	1	1	1	1	4	0	1	1	1	2	2	1	1		0	0	0	1	0	1	0		1	1	2	1	2	1	2	2	1	4		1	0	0	1	1	2	1	2	0	1
Alcanivorax_5mSIPHEX2_18		0	1	1	0	1	4	1	1	1	1		2	3	1	3	1	1	1	2	1	1	1		2	0	1	1	1	3		1	3	1	1	1	1	1	1	5	1	1	1	1	2		0	1	1	0	1	1	1	2	1	1	1	1	1	0	0	7	1	1	1		7	0	1	1	1	0	1	1	1	1	5	0	1	1	1	2	2	2	1		0	0	0	0	0	1	0		1	1	1	1	3	1	2	2	1	4		2	0	0	1	1	2	1	2	0	1
Alcanivorax_5mSIPHEX1_25		0	1	1	0	1	4	1	1	1	1		2	2	1	2	1	1	1	2	1	2	1		2	0	1	1	1	2		1	2	1	1	1	1	1	1	5	1	1	1	1	2		0	1	1	0	1	1	1	2	1	1	1	1	1	0	0	6	1	1	1		6	0	1	1	1	0	1	1	1	1	4	0	1	1	1	2	2	2	1		0	0	0	1	0	1	0		1	1	2	1	2	1	2	2	1	4		2	0	0	1	1	2	1	2	0	1
